subject_id,account_id,DATE_REPORTED,currency_code,REPAYMENT_FREQUENCY,NUMBER_OF_INSTALLMENTS,SANCTION_AMT,TOT_OUTSTD_BAL,OVER_DUE_AMT,AMOUNT_OF_INSTALLMENT,DATE_LATEST_PAY_RECEIVED,LAST_AMOUNT_PAID,DATE_ACC_OPEN,DATE_ACC_CLOSE,INSTALMENT_LOAN_TYPE,loan_status,ASSET_CLASSIFICATION,REASON_FOR_CLOSURE,NO_OF_DAYS_PAST_DUE,LOAN_TENURE,EXPECTED_END_DATE_OF_LOAN,CONDITION
1.10113E+17,2.20116E+15,2-Aug-18,TZS,MonthlyInstalments30Days,48,3700000,2814809,0,112592,26-Jul-18,,12-Aug-16,,ConsumerLoan,Existing,,,0,,28-Aug-20,No
1.10114E+17,2.20115E+15,2-Aug-18,TZS,MonthlyInstalments30Days,60,45500000,28885024,0,1155401,26-Jul-18,,3-Sep-15,,ConsumerLoan,Existing,,,0,,28-Sep-20,No
1.10115E+17,2.20118E+15,31-Aug-18,TZS,MonthlyInstalments30Days,0,450000,0,0,91034,23-Jul-18,,5-Feb-18,23-Jul-18,BusinessLoan,TerminatedAccordingTheContract,,,0,,23-Jul-18,No
1.10116E+17,2.20118E+15,31-Aug-18,TZS,MonthlyInstalments30Days,0,150000,0,0,30825,25-Jul-18,,7-Feb-18,25-Jul-18,BusinessLoan,TerminatedAccordingTheContract,,,0,,25-Jul-18,No
1.10115E+17,2.20118E+15,31-Aug-18,TZS,MonthlyInstalments30Days,12,400000,0,0,180000,,,25-Feb-16,30-Aug-17,ConsumerLoan,TerminatedAccordingTheContract,,,0,,25-Feb-17,No
1.10117E+17,2.20117E+15,31-Aug-18,TZS,MonthlyInstalments30Days,5,250000,0,0,51374,5-Sep-17,,21-Mar-17,5-Sep-17,BusinessLoan,TerminatedAccordingTheContract,,,0,,5-Sep-17,No
1.10114E+17,2.20118E+15,2-Aug-18,TZS,MonthlyInstalments30Days,12,30000000,33520959,0,2793413,,,12-Jul-18,,BusinessLoan,Existing,,,0,,12-Jul-19,No
1.10114E+17,2.20118E+15,31-Aug-18,TZS,MonthlyInstalments30Days,0,400000,0,0,82199,6-Aug-18,,19-Feb-18,6-Aug-18,BusinessLoan,TerminatedAccordingTheContract,,,0,,6-Aug-18,No
1.10116E+17,2.20116E+15,31-Aug-18,TZS,MonthlyInstalments30Days,0,1500000,0,0,308246,30-Apr-17,,21-Oct-16,30-Apr-17,BusinessLoan,TerminatedAccordingTheContract,,,0,,7-Apr-17,No
1.10118E+17,2.20118E+15,31-Aug-18,TZS,MonthlyInstalments30Days,0,300000,0,0,59753,22-Aug-18,,22-Feb-18,22-Aug-18,BusinessLoan,TerminatedAccordingTheContract,,,0,,22-Aug-18,No
1.10116E+17,2.20116E+15,31-Aug-18,TZS,MonthlyInstalments30Days,61,9500000,6278785,0,0,10-Aug-18,,27-Feb-16,,ConsumerLoan,Existing,,,0,,10-Mar-21,No
1.10114E+17,2.20116E+15,31-Aug-18,TZS,MonthlyInstalments30Days,74,6400000,4592509,0,0,10-Aug-18,,17-Dec-15,,ConsumerLoan,Existing,,,0,,10-Jan-22,No
1.10116E+17,2.20118E+15,31-Aug-18,TZS,MonthlyInstalments30Days,0,800000,0,0,161964,8-May-18,,8-Nov-17,8-May-18,BusinessLoan,TerminatedAccordingTheContract,,,0,,8-May-18,No
1.10115E+17,2.20118E+15,31-Aug-18,TZS,MonthlyInstalments30Days,0,1000000,0,0,205238,21-May-18,,21-Nov-17,21-May-18,BusinessLoan,TerminatedAccordingTheContract,,,0,,21-May-18,No
1.10114E+17,2.20117E+15,31-Aug-18,TZS,MonthlyInstalments30Days,0,600000,0,0,121379,19-Jul-17,,1-Feb-17,19-Jul-17,BusinessLoan,TerminatedAccordingTheContract,,,0,,19-Jul-17,No
1.10118E+17,2.20118E+15,31-Aug-18,TZS,MonthlyInstalments30Days,0,300000,246597,0,61649,9-Aug-18,,14-Jun-18,,BusinessLoan,Existing,,,0,,29-Nov-18,No
1.10113E+17,2.20114E+15,3-Aug-18,TZS,MonthlyInstalments30Days,60,4500000,975000,0,123750,,,20-Aug-14,20-Aug-19,ConsumerLoan,Existing,,,0,,20-Aug-19,No
1.10117E+17,2.20117E+15,2-Aug-18,TZS,MonthlyInstalments30Days,60,5900000,7169854,0,162952,26-Jul-18,,27-Mar-17,,ConsumerLoan,Existing,,,0,,28-Mar-22,No
1.10114E+17,2.20113E+15,2-Aug-18,TZS,MonthlyInstalments30Days,60,5100000,3918445,0,135119,26-Jul-18,,30-Dec-15,,ConsumerLoan,Existing,,,0,,28-Jan-21,No
1.10118E+17,2.20118E+15,3-Aug-18,TZS,MonthlyInstalments30Days,72,4500000,2812500,0,118750,,,18-Apr-16,25-Apr-22,ConsumerLoan,Existing,,,0,,25-Apr-22,No
1.10116E+17,2.20116E+15,31-Aug-18,TZS,MonthlyInstalments30Days,0,600000,0,0,87575,9-May-17,,30-Aug-16,9-May-17,BusinessLoan,TerminatedAccordingTheContract,,,0,,9-May-17,No
1.10113E+17,2.20118E+15,2-Aug-18,TZS,MonthlyInstalments30Days,72,20000000,31311321,0,444923,26-Jul-18,,18-Jun-18,,ConsumerLoan,Existing,,,0,,28-Jun-24,No
1.10113E+17,2.20118E+15,2-Aug-18,TZS,MonthlyInstalments30Days,1,100000,100000,0,100000,,,30-Jul-18,,ConsumerLoan,Existing,,,0,,30-Aug-18,No
1.10116E+17,2.20117E+15,31-Aug-18,TZS,MonthlyInstalments30Days,0,900000,0,0,184948,28-Jun-17,,10-Jan-17,28-Jun-17,BusinessLoan,TerminatedAccordingTheContract,,,0,,27-Jun-17,No
1.10113E+17,2.20115E+15,31-Aug-18,TZS,MonthlyInstalments30Days,62,2400000,923126,0,0,5-Aug-18,,11-Nov-14,,ConsumerLoan,Existing,,,0,,5-Dec-19,No
1.10114E+17,2.20113E+15,2-Aug-18,TZS,MonthlyInstalments30Days,60,5400000,5150411,0,143067,26-Jul-18,,18-Feb-16,,ConsumerLoan,Existing,,,0,,28-Feb-21,No
1.10118E+17,2.20118E+15,2-Aug-18,TZS,MonthlyInstalments30Days,60,7500000,10700477,0,194554,26-Jul-18,,12-Mar-18,,ConsumerLoan,Existing,,,0,,28-Mar-23,No
1.10116E+17,2.20116E+15,31-Aug-18,TZS,MonthlyInstalments30Days,14,7000000,0,0,650928,18-Aug-17,,10-Sep-16,18-Aug-17,BusinessLoan,TerminatedAccordingTheContract,,,0,,10-Nov-17,No
1.10117E+17,2.20118E+15,31-Aug-18,TZS,MonthlyInstalments30Days,0,500000,0,0,102446,13-May-18,,13-Nov-17,13-May-18,BusinessLoan,TerminatedAccordingTheContract,,,0,,13-May-18,No
1.10117E+17,2.20118E+15,31-Aug-18,TZS,MonthlyInstalments30Days,0,1200000,246597,0,246597,29-Aug-18,,10-Apr-18,,BusinessLoan,Existing,,,0,,25-Sep-18,No
1.10118E+17,2.20118E+15,31-Aug-18,TZS,MonthlyInstalments30Days,36,17000000,12112396,0,472222,31-Aug-18,,20-Sep-17,,BusinessLoan,Existing,,,0,,25-Sep-20,No
1.10118E+17,2.20118E+15,31-Aug-18,TZS,MonthlyInstalments30Days,60,15200000,14324854,0,253333,31-Aug-18,,20-Apr-18,,BusinessLoan,Existing,,,0,,25-Apr-23,No
1.10117E+17,2.20118E+15,31-Aug-18,TZS,MonthlyInstalments30Days,0,400000,0,0,82199,4-Jun-18,,29-Dec-17,4-Jun-18,BusinessLoan,TerminatedAccordingTheContract,,,0,,15-Jun-18,No
1.10115E+17,2.20118E+15,2-Aug-18,TZS,MonthlyInstalments30Days,12,30000000,22578317,0,2822290,18-Jul-18,,16-Mar-18,,BusinessLoan,Existing,,,0,,16-Mar-19,No
1.10114E+17,2.20115E+15,2-Aug-18,TZS,MonthlyInstalments30Days,60,2800000,1705292,0,71102,26-Jul-18,,10-Aug-15,,ConsumerLoan,Existing,,,0,,28-Aug-20,No
1.10118E+17,2.20118E+15,3-Aug-18,TZS,MonthlyInstalments30Days,12,2500000,2083333,0,295833,,,23-May-18,23-May-19,BusinessLoan,Existing,,,0,,23-May-19,No
1.10114E+17,2.20118E+15,31-Aug-18,TZS,MonthlyInstalments30Days,0,500000,0,0,101149,25-Jul-18,,7-Feb-18,25-Jul-18,BusinessLoan,TerminatedAccordingTheContract,,,0,,25-Jul-18,No
1.10113E+17,2.20117E+15,31-Aug-18,TZS,MonthlyInstalments30Days,0,1000000,0,0,159975,27-Aug-17,,12-Jan-17,27-Aug-17,BusinessLoan,TerminatedAccordingTheContract,,,0,,24-Aug-17,No
1.10114E+17,2.20113E+15,2-Aug-18,TZS,MonthlyInstalments30Days,60,3300000,2800720,0,87430,26-Jul-18,,23-Apr-16,,ConsumerLoan,Existing,,,0,,28-Apr-21,No
1.10118E+17,2.20118E+15,2-Aug-18,TZS,MonthlyInstalments30Days,24,4600000,1670477,0,238640,30-Jul-18,,13-Feb-17,,ConsumerLoan,Existing,,,0,,28-Feb-19,No
1.10117E+17,2.20118E+15,31-Aug-18,TZS,MonthlyInstalments30Days,0,700000,287696,0,143848,9-Aug-18,,18-Apr-18,,BusinessLoan,Existing,,,0,,3-Oct-18,No
1.10115E+17,2.20118E+15,3-Sep-18,TZS,MonthlyInstalments30Days,1,35000,0,0,35000,24-Aug-18,,28-Jul-18,24-Aug-18,ConsumerLoan,TerminatedInAdvanceCorrectly,,,0,,28-Aug-18,No
1.10113E+17,2.20118E+15,3-Sep-18,TZS,MonthlyInstalments30Days,1,50000,0,0,50000,24-Aug-18,,10-Aug-18,24-Aug-18,ConsumerLoan,TerminatedInAdvanceCorrectly,,,0,,10-Sep-18,No
1.10114E+17,2.20118E+15,3-Sep-18,TZS,MonthlyInstalments30Days,1,50000,0,0,50000,24-Aug-18,,9-Aug-18,24-Aug-18,ConsumerLoan,TerminatedInAdvanceCorrectly,,,0,,9-Sep-18,No
1.10118E+17,2.20118E+15,30-Sep-18,TZS,MonthlyInstalments30Days,72,11170000,11170000,0,251962,,,17-Sep-18,,ConsumerLoan,Existing,,,0,,5-Oct-24,No
1.10117E+17,2.20117E+15,3-Sep-18,TZS,MonthlyInstalments30Days,12,5000000,0,0,472798,18-Aug-18,,15-Aug-17,18-Aug-18,BusinessLoan,TerminatedAccordingTheContract,,,0,,15-Aug-18,No
1.10117E+17,2.20117E+15,3-Sep-18,TZS,MonthlyInstalments30Days,29,20000000,0,0,529878,14-Aug-18,,23-Mar-16,14-Aug-18,ConsumerLoan,TerminatedInAdvanceCorrectly,,,0,,28-Aug-18,No
1.10118E+17,2.20118E+15,30-Sep-18,TZS,MonthlyInstalments30Days,72,820000,779908,0,31617,,,1-Mar-18,,,Existing,,,0,,1-Mar-24,No
1.10114E+17,2.20118E+15,3-Sep-18,TZS,MonthlyInstalments30Days,1,72000,0,0,72000,24-Aug-18,,24-Jul-18,24-Aug-18,ConsumerLoan,TerminatedAccordingTheContract,,,0,,24-Aug-18,No
1.10116E+17,2.20118E+15,3-Sep-18,TZS,MonthlyInstalments30Days,6,30000000,0,0,5340722,16-Aug-18,,16-Feb-18,16-Aug-18,BusinessLoan,TerminatedAccordingTheContract,,,0,,16-Aug-18,No
1.10115E+17,2.20116E+15,30-Sep-18,TZS,MonthlyInstalments30Days,0,1000000,0,0,161248,12-May-17,,6-Oct-16,12-May-17,BusinessLoan,TerminatedAccordingTheContract,,,0,,6-Jun-17,No
1.10114E+17,2.20115E+15,3-Sep-18,TZS,MonthlyInstalments30Days,43,4000000,0,0,101574,30-Aug-18,,18-Apr-15,30-Aug-18,ConsumerLoan,TerminatedInAdvanceCorrectly,,,0,,28-Nov-18,No
1.10113E+17,2.20113E+15,3-Sep-18,TZS,MonthlyInstalments30Days,60,2900000,0,0,72072,24-Aug-18,,19-Sep-15,24-Aug-18,ConsumerLoan,TerminatedInAdvanceCorrectly,,,0,,28-Sep-20,No
1.10114E+17,2.20116E+15,3-Sep-18,TZS,MonthlyInstalments30Days,48,4100000,3676381,1851128,124764,29-Apr-17,,8-Jan-16,20-Aug-18,ConsumerLoan,TerminatedInAdvanceIncorrectly,,,432,,28-Jan-20,Yes
1.10116E+17,2.20116E+15,30-Sep-18,TZS,MonthlyInstalments30Days,0,1000000,0,0,205497,11-Jan-17,,11-Jul-16,11-Jan-17,BusinessLoan,TerminatedAccordingTheContract,,,0,,11-Jan-17,No
1.10117E+17,2.20118E+15,3-Sep-18,TZS,MonthlyInstalments30Days,1,30000,0,0,30000,24-Aug-18,,20-Aug-18,24-Aug-18,ConsumerLoan,TerminatedInAdvanceCorrectly,,,0,,20-Sep-18,No
1.10113E+17,2.20118E+15,3-Sep-18,TZS,MonthlyInstalments30Days,10,4900000,0,0,127109,3-Aug-18,,11-Dec-17,3-Aug-18,ConsumerLoan,TerminatedInAdvanceCorrectly,,,0,,28-Oct-18,No
1.10115E+17,2.20116E+15,30-Sep-18,TZS,MonthlyInstalments30Days,0,500000,0,0,101806,28-Feb-17,,31-Aug-16,28-Feb-17,BusinessLoan,TerminatedAccordingTheContract,,,0,,28-Feb-17,No
1.10116E+17,2.20118E+15,30-Sep-18,TZS,MonthlyInstalments30Days,60,930000,869921,0,37992,,,1-Oct-17,,,Existing,,,0,,1-Oct-22,No
1.10117E+17,2.20118E+15,3-Sep-18,TZS,MonthlyInstalments30Days,1,50000,0,0,50000,24-Aug-18,,20-Aug-18,24-Aug-18,ConsumerLoan,TerminatedInAdvanceCorrectly,,,0,,20-Sep-18,No
1.10114E+17,2.20118E+15,3-Sep-18,TZS,MonthlyInstalments30Days,1,56000,0,0,56000,25-Aug-18,,25-Jul-18,25-Aug-18,ConsumerLoan,TerminatedAccordingTheContract,,,0,,25-Aug-18,No
1.10114E+17,2.20117E+15,30-Sep-18,TZS,MonthlyInstalments30Days,0,300000,0,0,61649,9-Apr-17,,22-Oct-16,9-Apr-17,BusinessLoan,TerminatedAccordingTheContract,,,0,,8-Apr-17,No
1.10113E+17,2.20118E+15,3-Sep-18,TZS,MonthlyInstalments30Days,1,165000,0,0,165000,21-Aug-18,,9-Aug-18,21-Aug-18,ConsumerLoan,TerminatedInAdvanceCorrectly,,,0,,9-Sep-18,No
1.10116E+17,2.20118E+15,3-Sep-18,TZS,MonthlyInstalments30Days,1,60000,0,0,60000,24-Aug-18,,10-Aug-18,24-Aug-18,ConsumerLoan,TerminatedInAdvanceCorrectly,,,0,,10-Sep-18,No
1.10114E+17,2.20117E+15,30-Sep-18,TZS,MonthlyInstalments30Days,0,400000,0,0,82199,15-May-17,,28-Nov-16,15-May-17,BusinessLoan,TerminatedAccordingTheContract,,,0,,15-May-17,No
1.10118E+17,2.20118E+15,30-Sep-18,TZS,MonthlyInstalments30Days,60,1100000,966272,0,44937,,,1-Oct-17,,,Existing,,,0,,1-Oct-22,No
1.10117E+17,2.20118E+15,3-Sep-18,TZS,MonthlyInstalments30Days,1,60000,0,0,60000,24-Aug-18,,2-Aug-18,24-Aug-18,ConsumerLoan,TerminatedInAdvanceCorrectly,,,0,,2-Sep-18,No
1.10116E+17,2.20116E+15,30-Sep-18,TZS,MonthlyInstalments30Days,0,800000,0,0,164398,27-Nov-16,,26-May-16,27-Nov-16,BusinessLoan,TerminatedAccordingTheContract,,,0,,26-Nov-16,No
1.10118E+17,2.20118E+15,30-Sep-18,TZS,MonthlyInstalments30Days,48,660000,587921,0,30791,,,1-Jan-18,,,Existing,,,0,,1-Jan-22,No
1.10117E+17,2.20117E+15,30-Sep-18,TZS,MonthlyInstalments30Days,0,500000,0,0,102749,21-Apr-17,,4-Nov-16,21-Apr-17,BusinessLoan,TerminatedAccordingTheContract,,,0,,21-Apr-17,No
1.10118E+17,2.20118E+15,30-Sep-18,TZS,MonthlyInstalments30Days,36,800000,732347,0,42877,,,1-Mar-18,,,Existing,,,0,,1-Mar-21,No
1.10114E+17,2.20118E+15,3-Sep-18,TZS,MonthlyInstalments30Days,1,120000,0,0,120000,24-Aug-18,,13-Aug-18,24-Aug-18,ConsumerLoan,TerminatedInAdvanceCorrectly,,,0,,13-Sep-18,No
1.10113E+17,2.20118E+15,3-Sep-18,TZS,MonthlyInstalments30Days,1,84000,0,0,84000,24-Aug-18,,27-Jul-18,24-Aug-18,ConsumerLoan,TerminatedInAdvanceCorrectly,,,0,,27-Aug-18,No
1.10118E+17,2.20118E+15,3-Sep-18,TZS,MonthlyInstalments30Days,1,180000,0,0,180000,21-Aug-18,,3-Aug-18,21-Aug-18,ConsumerLoan,TerminatedInAdvanceCorrectly,,,0,,3-Sep-18,No
1.10114E+17,2.20118E+15,3-Sep-18,TZS,MonthlyInstalments30Days,1,62000,0,0,62000,24-Aug-18,,24-Jul-18,24-Aug-18,ConsumerLoan,TerminatedAccordingTheContract,,,0,,24-Aug-18,No
1.10113E+17,2.20118E+15,3-Sep-18,TZS,MonthlyInstalments30Days,1,112000,0,0,112000,24-Aug-18,,25-Jul-18,24-Aug-18,ConsumerLoan,TerminatedInAdvanceCorrectly,,,0,,25-Aug-18,No
1.10114E+17,2.20116E+15,30-Sep-18,TZS,MonthlyInstalments30Days,0,1300000,0,0,262989,13-Apr-17,,27-Oct-16,13-Apr-17,BusinessLoan,TerminatedAccordingTheContract,,,0,,13-Apr-17,No
1.10115E+17,2.20118E+15,1-Sep-18,TZS,MonthlyInstalments30Days,10,1000000,913506,0,89248,27-Aug-18,,25-Jul-18,,BusinessLoan,Existing,,,0,,25-May-19,No
1.10113E+17,2.20118E+15,3-Sep-18,TZS,MonthlyInstalments30Days,1,140000,0,0,140000,24-Aug-18,,28-Jul-18,24-Aug-18,ConsumerLoan,TerminatedInAdvanceCorrectly,,,0,,28-Aug-18,No
1.10113E+17,2.20118E+15,3-Sep-18,TZS,MonthlyInstalments30Days,1,190000,0,0,190000,24-Aug-18,,24-Jul-18,24-Aug-18,ConsumerLoan,TerminatedAccordingTheContract,,,0,,24-Aug-18,No
1.10116E+17,2.20118E+15,3-Sep-18,TZS,MonthlyInstalments30Days,1,150000,0,0,150000,24-Aug-18,,28-Jul-18,24-Aug-18,ConsumerLoan,TerminatedInAdvanceCorrectly,,,0,,28-Aug-18,No
1.10118E+17,2.20118E+15,3-Sep-18,TZS,MonthlyInstalments30Days,1,170000,0,0,170000,24-Aug-18,,31-Jul-18,24-Aug-18,ConsumerLoan,TerminatedInAdvanceCorrectly,,,0,,31-Aug-18,No
1.10117E+17,2.20117E+15,30-Sep-18,TZS,MonthlyInstalments30Days,60,1174606,263979,263979,75156,,,1-Oct-11,,,Existing,,,720,,1-Oct-16,Yes
1.10117E+17,2.20118E+15,30-Sep-18,TZS,MonthlyInstalments30Days,72,850000,882805,0,32774,,,1-Jun-18,,,Existing,,,0,,1-Jun-24,No
1.10118E+17,2.20118E+15,3-Sep-18,TZS,MonthlyInstalments30Days,1,95000,0,0,95000,24-Aug-18,,24-Jul-18,24-Aug-18,ConsumerLoan,TerminatedAccordingTheContract,,,0,,24-Aug-18,No
1.10114E+17,2.20118E+15,3-Sep-18,TZS,MonthlyInstalments30Days,1,100000,0,0,100000,24-Aug-18,,26-Jul-18,24-Aug-18,ConsumerLoan,TerminatedInAdvanceCorrectly,,,0,,26-Aug-18,No
1.10114E+17,2.20118E+15,30-Sep-18,TZS,MonthlyInstalments30Days,0,400000,0,0,80920,9-Jan-18,,22-Jul-17,9-Jan-18,BusinessLoan,TerminatedAccordingTheContract,,,0,,6-Jan-18,No
1.10113E+17,2.20118E+15,3-Sep-18,TZS,MonthlyInstalments30Days,1,300000,0,0,300000,21-Aug-18,,13-Aug-18,21-Aug-18,ConsumerLoan,TerminatedInAdvanceCorrectly,,,0,,13-Sep-18,No
1.10118E+17,2.20118E+15,3-Sep-18,TZS,MonthlyInstalments30Days,16,6500000,0,0,179523,10-Aug-18,,30-May-17,10-Aug-18,ConsumerLoan,TerminatedInAdvanceCorrectly,,,0,,28-Oct-18,No
1.10115E+17,2.20118E+15,30-Sep-18,TZS,MonthlyInstalments30Days,0,1000000,0,0,205497,29-Jan-18,,14-Aug-17,29-Jan-18,BusinessLoan,TerminatedAccordingTheContract,,,0,,29-Jan-18,No
1.10113E+17,2.20118E+15,3-Sep-18,TZS,MonthlyInstalments30Days,1,175000,0,0,175000,24-Aug-18,,25-Jul-18,24-Aug-18,ConsumerLoan,TerminatedInAdvanceCorrectly,,,0,,25-Aug-18,No
1.10114E+17,2.20117E+15,30-Sep-18,TZS,MonthlyInstalments30Days,0,400000,0,0,82199,2-Jun-17,,16-Dec-16,2-Jun-17,BusinessLoan,TerminatedAccordingTheContract,,,0,,2-Jun-17,No
1.10114E+17,2.20117E+15,30-Sep-18,TZS,MonthlyInstalments30Days,0,1500000,0,0,308246,5-Oct-17,,20-Apr-17,5-Oct-17,BusinessLoan,TerminatedAccordingTheContract,,,0,,5-Oct-17,No
1.10116E+17,2.20118E+15,3-Sep-18,TZS,MonthlyInstalments30Days,1,430000,0,0,430000,23-Aug-18,,31-Jul-18,23-Aug-18,ConsumerLoan,TerminatedInAdvanceCorrectly,,,0,,31-Aug-18,No
1.10114E+17,2.20118E+15,3-Sep-18,TZS,MonthlyInstalments30Days,1,120000,0,0,120000,21-Aug-18,,14-Aug-18,21-Aug-18,ConsumerLoan,TerminatedInAdvanceCorrectly,,,0,,14-Sep-18,No
1.10118E+17,2.20118E+15,3-Sep-18,TZS,MonthlyInstalments30Days,1,20000,0,0,20000,21-Aug-18,,14-Aug-18,21-Aug-18,ConsumerLoan,TerminatedInAdvanceCorrectly,,,0,,14-Sep-18,No
1.10116E+17,2.20117E+15,30-Sep-18,TZS,MonthlyInstalments30Days,0,800000,0,0,160619,25-Aug-17,,24-Feb-17,25-Aug-17,BusinessLoan,TerminatedAccordingTheContract,,,0,,24-Aug-17,No
1.10116E+17,2.20118E+15,3-Sep-18,TZS,MonthlyInstalments30Days,1,58000,0,0,58000,25-Aug-18,,24-Jul-18,25-Aug-18,ConsumerLoan,TerminatedAccordingTheContract,,,0,,24-Aug-18,No
1.10113E+17,2.20118E+15,3-Sep-18,TZS,MonthlyInstalments30Days,1,100000,0,0,100000,21-Aug-18,,17-Aug-18,21-Aug-18,ConsumerLoan,TerminatedInAdvanceCorrectly,,,0,,17-Sep-18,No
1.10116E+17,2.20117E+15,30-Sep-18,TZS,MonthlyInstalments30Days,0,400000,0,0,80920,22-Nov-17,,8-Apr-17,22-Nov-17,BusinessLoan,TerminatedAccordingTheContract,,,0,,23-Sep-17,No
1.10116E+17,2.20118E+15,3-Sep-18,TZS,MonthlyInstalments30Days,1,120000,0,0,120000,24-Aug-18,,24-Jul-18,24-Aug-18,ConsumerLoan,TerminatedAccordingTheContract,,,0,,24-Aug-18,No
1.10114E+17,2.20115E+15,30-Sep-18,TZS,MonthlyInstalments30Days,6,1000000,0,0,195969,25-May-16,,20-Oct-15,25-May-16,BusinessLoan,TerminatedAccordingTheContract,,,0,,20-Apr-16,No
1.10116E+17,2.20117E+15,30-Sep-18,TZS,MonthlyInstalments30Days,10,3000000,0,0,385375,2-Oct-17,,1-Dec-16,2-Oct-17,BusinessLoan,TerminatedAccordingTheContract,,,0,,1-Oct-17,No
1.10114E+17,2.20118E+15,1-Oct-18,TZS,AtTheFinalDayOfThePeriodOfContract,1,83000,83000,0,83000,,,25-Sep-18,,ConsumerLoan,Existing,,,0,,25-Oct-18,No
1.10118E+17,2.20118E+15,1-Oct-18,TZS,AtTheFinalDayOfThePeriodOfContract,1,128000,128000,0,128000,,,25-Sep-18,,ConsumerLoan,Existing,,,0,,25-Oct-18,No
1.10113E+17,2.20115E+15,1-Oct-18,TZS,MonthlyInstalments30Days,60,12000000,16753141,0,279219,,,6-Sep-18,,ConsumerLoan,Existing,,,0,,28-Sep-23,No
1.10113E+17,2.20115E+15,1-Oct-18,TZS,MonthlyInstalments30Days,60,2500000,1461563,0,63484,26-Sep-18,,2-Oct-15,,ConsumerLoan,Existing,,,0,,28-Oct-20,No
1.10114E+17,2.20118E+15,1-Oct-18,TZS,MonthlyInstalments30Days,12,6200000,5089225,0,565469,26-Sep-18,,11-Jul-18,,ConsumerLoan,Existing,,,0,,28-Jul-19,No
1.10118E+17,2.20118E+15,1-Oct-18,TZS,MonthlyInstalments30Days,60,7000000,8899670,0,181584,26-Sep-18,,10-Nov-17,,ConsumerLoan,Existing,,,0,,28-Nov-22,No
1.10114E+17,2.20113E+15,1-Oct-18,TZS,MonthlyInstalments30Days,60,7600000,6443312,0,201354,26-Sep-18,,2-Jun-16,,ConsumerLoan,Existing,,,0,,28-Jun-21,No
1.10114E+17,2.20118E+15,1-Oct-18,TZS,MonthlyInstalments30Days,72,5500000,8470664,0,119305,26-Sep-18,,14-Sep-18,,ConsumerLoan,Existing,,,0,,28-Sep-24,No
1.10113E+17,2.20118E+15,1-Oct-18,TZS,MonthlyInstalments30Days,12,15000000,7055724,0,1411145,25-Sep-18,,23-Feb-18,,BusinessLoan,Existing,,,0,,23-Feb-19,No
1.10113E+17,2.20118E+15,1-Oct-18,TZS,MonthlyInstalments30Days,12,5500000,5633383,0,512126,17-Sep-18,,16-Aug-18,,BusinessLoan,Existing,,,0,,16-Aug-19,No
1.10113E+17,2.20118E+15,1-Oct-18,TZS,MonthlyInstalments30Days,24,3700000,4024600,0,182936,26-Sep-18,,18-Aug-18,,ConsumerLoan,Existing,,,0,,28-Aug-20,No
1.10115E+17,2.20115E+15,1-Oct-18,TZS,MonthlyInstalments30Days,60,8000000,7418287,0,211951,26-Sep-18,,31-Aug-16,,ConsumerLoan,Existing,,,0,,28-Sep-21,No
1.10113E+17,2.20113E+15,1-Oct-18,TZS,MonthlyInstalments30Days,60,3700000,1127468,0,93956,26-Sep-18,,29-Aug-14,,ConsumerLoan,Existing,,,0,,28-Sep-19,No
1.10114E+17,2.20118E+15,1-Oct-18,TZS,MonthlyInstalments30Days,72,14200000,21271021,0,315895,26-Sep-18,,7-Jun-18,,ConsumerLoan,Existing,,,0,,28-Jun-24,No
1.10114E+17,2.20118E+15,1-Oct-18,TZS,MonthlyInstalments30Days,60,3800000,5142641,0,104952,26-Sep-18,,16-Oct-17,,ConsumerLoan,Existing,,,0,,28-Oct-22,No
1.10114E+17,2.20118E+15,1-Oct-18,TZS,MonthlyInstalments30Days,22,2511815,2994272,408310,136103,,,28-Jun-18,,ConsumerLoan,Existing,,,65,,28-Apr-20,No
1.10114E+17,2.20114E+15,1-Oct-18,TZS,MonthlyInstalments30Days,18,2412959,769804,0,153961,26-Sep-18,,16-Sep-17,,ConsumerLoan,Existing,,,0,,16-Mar-19,No
1.10115E+17,2.20118E+15,1-Oct-18,TZS,MonthlyInstalments30Days,60,5100000,7144028,0,132297,26-Sep-18,,31-Mar-18,,ConsumerLoan,Existing,,,0,,28-Apr-23,No
1.10113E+17,2.20118E+15,1-Oct-18,TZS,MonthlyInstalments30Days,72,7200000,11212050,0,160172,26-Sep-18,,14-Jul-18,,ConsumerLoan,Existing,,,0,,28-Jul-24,No
1.10113E+17,2.20113E+15,1-Oct-18,TZS,MonthlyInstalments30Days,60,16500000,3770924,0,418992,26-Sep-18,,9-Jul-14,,ConsumerLoan,Existing,,,0,,28-Jul-19,No
1.10116E+17,2.20118E+15,1-Oct-18,TZS,AtTheFinalDayOfThePeriodOfContract,1,63000,63000,0,63000,,,25-Sep-18,,ConsumerLoan,Existing,,,0,,25-Oct-18,No
1.10114E+17,2.20117E+15,1-Oct-18,TZS,MonthlyInstalments30Days,72,42200000,54008114,0,760678,25-Sep-18,,21-Aug-18,,ConsumerLoan,Existing,,,0,,25-Aug-24,No
1.10116E+17,2.20113E+15,1-Oct-18,TZS,MonthlyInstalments30Days,60,15000000,12902444,0,397408,28-Sep-18,,11-Jun-16,,ConsumerLoan,Existing,,,0,,28-Jun-21,No
